hour,SOC,DOC,MBC,EEC
3330,50.34631425,2.43290601,9.37264899,3.013587072
3340,44.50070292,3.550348041,10.40029761,2.387991394
3350,32.80069988,3.158212658,9.997166514,2.31422447
3360,39.00971171,3.807168687,8.819643952,2.648026892
3370,39.10579609,2.855551098,9.905584704,2.247974828
3380,34.72331604,2.486410796,9.385810993,2.402770352
3390,40.01903498,3.470883755,9.693524172,2.520346629
3400,33.23043643,3.419990225,9.991307582,2.649930367
3410,50.94758761,3.765949487,10.55268937,2.467863204
3420,47.6539243,3.028255778,10.60546491,2.530481468
3430,40.26473053,1.934059779,10.70609038,2.594080284
3440,31.34011894,3.963275127,10.23043029,2.518770509
3450,39.35359971,3.659521624,9.864643046,2.787911255
3460,48.59465778,3.903255318,8.406521298,2.953375497
3470,45.8529954,1.717959398,9.615952773,2.479973915
3480,45.48469177,4.154086983,10.95473656,2.795865542
3490,37.14008574,3.676344738,9.827744855,2.742836202
3500,43.19973624,2.881452038,9.168279201,2.600237882
3510,46.89931107,4.028692796,9.378558505,2.560212696
3520,52.20380741,3.92419107,10.1804761,2.660976948
3530,48.13405839,2.759856715,9.267888208,2.773493529
3540,41.06007667,3.640279619,9.682359325,2.442421998
3550,38.17556932,3.199862983,9.970956781,2.420779534
3560,31.73887276,4.990162268,9.785476978,2.511257447
3570,44.16201942,4.728938178,9.517705856,2.755993228
3580,41.73615646,3.115074254,9.302594716,2.685402942
3590,33.03070307,2.841904784,10.25194246,2.580793438
3600,42.90815434,2.75134208,10.89367801,3.079367692
3610,37.40720793,2.715466989,9.94906173,2.633047111
3620,25.70364717,2.581493543,10.18931649,2.566475607
3630,32.85289805,3.238124263,9.335938673,3.22784116
3640,32.95503287,3.87741057,10.4585775,2.672489174
3650,47.86197238,3.342268099,10.51103878,3.140720424
3660,38.04600191,3.969111644,9.489737878,2.67489103
3670,30.10765927,2.389518174,9.017622999,3.173497553
3680,50.72687752,2.814546666,8.365942016,2.710785508
3690,33.17848269,2.34506008,10.0534373,3.0126373
3700,33.25642429,2.648354577,10.2340602,2.79532854
3710,42.13534359,1.82178646,10.69828369,2.925208406
3720,37.0798379,3.845730866,9.788769327,3.117094121
3730,34.46629374,2.609441269,9.64851787,3.309822317
3740,26.53224837,2.82865562,9.608749078,2.901758531
3750,35.46828473,2.899037655,9.881242665,3.199246589
3760,36.86358945,1.293521382,10.09156151,2.700605918
3770,44.27819384,2.562202037,10.05618102,2.840429543
3780,30.72618291,4.082819692,10.21787847,2.643716027
3790,45.73287935,1.93228698,10.18847574,2.640424677
3800,34.58580451,2.691494884,10.33060847,2.327037365
3810,30.61411845,4.125879619,10.62888499,2.729233163
3820,44.78717709,2.757658108,10.82364233,2.770571066
3830,34.63963195,1.426161836,10.18454291,2.859373961
3840,43.51772599,1.360490735,10.38304917,2.812742608
3850,39.98175862,3.798565246,9.434824225,3.025460871
3860,34.3728734,2.525415202,11.09538809,3.014597297
3870,36.40497202,3.068068248,11.48752317,2.99088349
3880,25.44523106,2.735077587,10.96158743,2.953583143
3890,29.82697408,2.29455811,10.61613956,2.79440697
3900,40.25632231,2.478792576,10.07403834,3.072475923
3910,37.26857997,2.29696382,11.40326969,2.854719338
3920,29.93138183,2.258203347,10.13579001,2.872053093
3930,42.03465468,1.361857113,9.995927476,3.575654014
3940,19.9233664,1.860384122,9.898669184,3.529254604
3950,40.98966201,2.237577184,10.91601734,3.19813069
3960,34.17842731,2.424118365,10.39963222,3.169353187
3970,34.73013342,1.545840385,11.31733837,3.241628756
3980,40.14851916,3.593151201,9.935223234,3.239561164
3990,30.77791045,2.296333127,9.700407404,3.148655206
4000,43.99898358,2.794395772,10.70772638,3.022272915
